split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_min_k,param_sim_options
0.8338513030803038,0.8333475647424735,0.8343436359672478,0.8325105530959999,0.8307997390810112,0.8329705591934072,0.0012431611621368918,48,0.6386567396072297,0.6375350241486459,0.6380728190157857,0.6389158362507754,0.6345875806638965,0.6375535999372666,0.00155819182045807,66,9.911495780944824,0.17098063486147347,5.046936845779419,0.10882757247353884,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",20,3,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
0.8337845611301251,0.8332947413557998,0.8343057895673017,0.8324621818033812,0.8306897575221267,0.8329074062757469,0.0012642069259520094,45,0.6385734985945077,0.637498091349034,0.638041866491155,0.6388471887370312,0.6344881517177952,0.6374897593779046,0.0015704550541861839,65,9.55713062286377,0.11746357450402335,5.087143182754517,0.10844130055931162,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}}",20,3,"{'name': 'msd', 'min_support': 5, 'user_based': True}"
0.8369694956572135,0.8361362957058723,0.8382763938857674,0.833108358587982,0.8340181782656455,0.8357017444204962,0.001896570218098193,68,0.6383459855269886,0.6372768702937632,0.6382380543977366,0.6373821498901125,0.6342572088752874,0.6371000537967777,0.0014859341015841644,62,10.93288345336914,0.13761853053479564,4.558077239990235,0.06672308474207814,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'jacard', 'min_support': 3, 'user_based': True}}",20,3,"{'name': 'jacard', 'min_support': 3, 'user_based': True}"
0.8369686540291084,0.8361361455067056,0.8382762353356901,0.833107248432171,0.8340195551390301,0.8357015676885411,0.0018964671253914967,67,0.6383468222526121,0.6372764971325764,0.6382379384334935,0.6373803045244635,0.6342579051350936,0.6370998934956479,0.0014857115895545881,61,10.961959600448608,0.09484938341153605,4.547118997573852,0.04238489945618919,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'jacard', 'min_support': 5, 'user_based': True}}",20,3,"{'name': 'jacard', 'min_support': 5, 'user_based': True}"
0.8338232316902059,0.8331255948734271,0.8353659394671885,0.8302253299135095,0.8308311501172939,0.832674249212325,0.001905953308694396,38,0.635710912622252,0.6349639688630112,0.6358819812043368,0.6352457113729058,0.6317829576093205,0.6347171063343653,0.0015029422833919021,34,16.821559572219847,0.1320538777899229,4.652464532852173,0.03425611579000227,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}}",20,3,"{'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}"
0.8338223596801798,0.8331254725278904,0.8353658707528938,0.8302241935836622,0.8308325703346239,0.8326740933758501,0.0019058405072434302,37,0.6357117394038018,0.6349636600376724,0.6358819043949147,0.6352438080195402,0.6317837201335336,0.6347169663978925,0.0015025982406335744,33,16.752573204040527,0.12584290566433518,4.672155809402466,0.012111922414714836,"{'k': 20, 'min_k': 3, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}}",20,3,"{'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}"
0.8344239563904855,0.8337368342212885,0.8346828186532164,0.8329921055691282,0.8308137139874943,0.8333298857643225,0.0013883976990965456,58,0.6390987541973197,0.6377227790112324,0.6380950127930024,0.6391700543551467,0.634628702114522,0.6377430604942447,0.0016551571993083847,70,9.558434391021729,0.0990063257112838,4.552729511260987,0.10559547571792899,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",20,5,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
0.8343572602480221,0.8337073636659014,0.8346449618292274,0.8329417993859478,0.8307094771815489,0.8332721724621296,0.0014091068805400801,57,0.6390155131845979,0.6377003040722905,0.6380635004235109,0.6390993768889818,0.6345359024296936,0.637682919399815,0.0016631907868026033,69,9.571808528900146,0.05645635375453592,4.649617004394531,0.13720786156625647,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}}",20,5,"{'name': 'msd', 'min_support': 5, 'user_based': True}"
0.837452178078811,0.8363977085141777,0.8384934713375728,0.8334546938836358,0.8338036202950506,0.8359203344218497,0.001987728681622825,69,0.6387312506485862,0.6373858896245908,0.6381310119205483,0.6374990871556212,0.6341086441570206,0.6371711767012733,0.0016054810406455782,63,10.752281332015992,0.13935136582541793,4.601768350601196,0.029362262040244468,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'jacard', 'min_support': 3, 'user_based': True}}",20,5,"{'name': 'jacard', 'min_support': 3, 'user_based': True}"
0.8374513369357955,0.8364225561641169,0.8384933151340548,0.8334516692106441,0.8338112143862855,0.8359260183661792,0.0019879114082279148,70,0.6387320873742096,0.6374020119999302,0.6381310208581588,0.6374952559895117,0.6341169293419484,0.6371754611127518,0.0016027719991065024,64,10.730157566070556,0.10131700495737327,4.601258850097656,0.08612486048679134,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'jacard', 'min_support': 5, 'user_based': True}}",20,5,"{'name': 'jacard', 'min_support': 5, 'user_based': True}"
0.8343213797146728,0.8334036486594577,0.8355946223465899,0.8305859866815186,0.8306332831437254,0.8329077841091929,0.0020013661253777282,46,0.6361077929331667,0.6350841756871574,0.6357862237330633,0.6353752055412504,0.6316511160873293,0.6348009027963933,0.0016130742489931633,37,18.081968355178834,0.1705015386141291,5.146277618408203,0.17069665391668387,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}}",20,5,"{'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}"
0.8343205082252979,0.8334286121120942,0.835594555053359,0.8305828187093977,0.8306409728941438,0.8329134933988586,0.002001475633537457,47,0.6361086197147163,0.6351003599879398,0.6357862827937234,0.6353712124517459,0.6316595282289835,0.6348052006354219,0.0016102277358082749,38,18.211866092681884,0.11472564093863732,5.265441656112671,0.06490864825063078,"{'k': 20, 'min_k': 5, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}}",20,5,"{'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}"
0.8351227723948592,0.8345569704935408,0.8354956019064486,0.8332752974751149,0.831833521387937,0.83405683273158,0.0013424107101116783,66,0.6395933818996384,0.6382697226349631,0.6385526795797852,0.6393072102540246,0.6353104334461869,0.6382066855629196,0.0015261745104566916,72,11.098670482635498,0.18929235976368167,5.325209999084473,0.13840093584218166,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",20,7,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
0.8350565098148637,0.8345052636465207,0.835457781911841,0.8332260918055892,0.8317242428483212,0.8339939780054271,0.0013619438775947675,65,0.6395093239721202,0.6382338307443829,0.6385211672102936,0.6392362116081431,0.6352119415526631,0.6381424950175207,0.001536510060279723,71,11.071270036697388,0.10181628916976124,5.32470064163208,0.08657289821461785,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}}",20,7,"{'name': 'msd', 'min_support': 5, 'user_based': True}"
0.8380362328681883,0.8370652468743904,0.8392937777574592,0.8337355574889665,0.8346795605650204,0.8365620751108048,0.002069859181138392,72,0.6391828426873023,0.6378018258519011,0.638544539154578,0.637639936646512,0.6346409939653546,0.6375620276611296,0.001561305928892809,68,11.29496726989746,0.22575915935701502,4.847767972946167,0.0968557850049461,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'jacard', 'min_support': 3, 'user_based': True}}",20,7,"{'name': 'jacard', 'min_support': 3, 'user_based': True}"
0.8380338030595809,0.8370653124584019,0.8392936217028886,0.8337321296432311,0.8346810525517782,0.8365611838831761,0.0020701406238960874,71,0.6391781476312158,0.6378017306433087,0.6385445480921885,0.6376343537538671,0.6346419309291904,0.6375601422099542,0.0015599247345796665,67,10.969414329528808,0.13127100149227586,5.070438814163208,0.1648782346595016,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'jacard', 'min_support': 5, 'user_based': True}}",20,7,"{'name': 'jacard', 'min_support': 5, 'user_based': True}"
0.83491966483735,0.8340892094580787,0.8364082327150957,0.8308747331373912,0.831525006780301,0.8335633693856433,0.0020781231668808814,62,0.6365691147574463,0.6355126343643845,0.6362107944111492,0.6355236063743315,0.632195419762779,0.6352023139340182,0.001557312911550876,42,18.480858278274535,0.21196310448891875,4.974240303039551,0.09760509116111185,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}}",20,7,"{'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}"
0.8349171982538901,0.8340893050827273,0.8364081654873236,0.8308714250406122,0.8315265339733658,0.8335625255675838,0.0020783447796459903,61,0.6365644001258446,0.6355126052374347,0.6362108534718094,0.6355181395643044,0.6321964083914784,0.6352004813581743,0.0015558861561164525,41,18.235410165786742,0.19433457498904044,5.109396028518677,0.21746666881639296,"{'k': 20, 'min_k': 7, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}}",20,7,"{'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}"
0.8325501103031704,0.8321154839906405,0.8329268493979921,0.8309603858431149,0.8298138685565646,0.8316733396182965,0.0011403017988766222,22,0.6371568371020057,0.6363437509310186,0.6365828239513854,0.6371985049035425,0.6334158839935287,0.6361395601762961,0.0014009143347213744,50,10.029841136932372,0.15197185213801184,5.371066045761109,0.1583522413684349,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",30,3,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
0.83251472952866,0.8320675602354847,0.8328847895998848,0.8308959533961368,0.8297311270453464,0.8316188319611024,0.0011569461117643734,15,0.6370973640345363,0.6363142730812744,0.636564564235126,0.6371685286444309,0.6333377683891832,0.6360964996769102,0.0014161979786569158,49,9.859819173812866,0.07597420131988188,5.387101554870606,0.10328432676365149,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}}",30,3,"{'name': 'msd', 'min_support': 5, 'user_based': True}"
0.8339440952433544,0.8334843624457946,0.8356132295443939,0.830518734880289,0.8315498585881018,0.8330220561403866,0.0018006690868266778,50,0.635442750734028,0.6347785453385063,0.6357402223494895,0.6352505237510423,0.6322595829259655,0.6346943250198064,0.0012568581008353579,32,11.411489963531494,0.1909761036810832,5.377468299865723,0.0817040321348766,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'jacard', 'min_support': 3, 'user_based': True}}",30,3,"{'name': 'jacard', 'min_support': 3, 'user_based': True}"
0.8339428699280392,0.8334835675782498,0.8356122912472979,0.8305182358526843,0.8315506680511292,0.83302152653148,0.0018002392223132881,49,0.6354432062649448,0.6347781182819252,0.6357396475066792,0.6352496266125093,0.6322603294366195,0.6346941856205356,0.0012564424214686098,31,11.307336664199829,0.057785170284065754,5.417190361022949,0.09169854373639383,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'jacard', 'min_support': 5, 'user_based': True}}",30,3,"{'name': 'jacard', 'min_support': 5, 'user_based': True}"
0.8316179947740415,0.8311825631256626,0.833493789603748,0.828291346313217,0.8291734997159729,0.8307518387065282,0.0018438666637228805,6,0.6337747712124274,0.6331966969705012,0.6341226796647205,0.6333778269319258,0.6304398534007376,0.6329823656360626,0.0013111002025500056,10,18.01055850982666,0.2521304460801523,5.3425122737884525,0.07297811318205558,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}}",30,3,"{'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}"
0.8316166597727479,0.8311816960178003,0.8334929313192162,0.828290824764628,0.8291742538192464,0.8307512731387277,0.0018434556460862682,5,0.633775195603339,0.6331962829059345,0.6341221247629621,0.6333769730317834,0.6304405487136012,0.6329822250035241,0.0013107203353799573,9,17.687722587585448,0.16773035969333946,5.2931211471557615,0.18662753915263808,"{'k': 30, 'min_k': 3, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}}",30,3,"{'name': 'cosine_jaccard', 'min_support': 5, 'user_based': True}"
0.8331236579976896,0.8325053295757953,0.8332666087897055,0.8314428361377708,0.8298278600658267,0.8320332585133576,0.0012763507293495331,26,0.6375988516920957,0.6365315057936051,0.6366050177286022,0.637452723007914,0.6334570054441541,0.6363290207332742,0.0014993881304078273,54,10.258467102050782,0.05545807226711287,5.344510221481324,0.07013654163573008,"{'k': 30, 'min_k': 5, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}}",30,5,"{'name': 'msd', 'min_support': 3, 'user_based': True}"
0.8330883015814159,0.832480790802857,0.8332245402940541,0.8313764745297585,0.82975086948735,0.8319841953390871,0.0012931498133183685,23,0.6375393786246264,0.6365164858045309,0.6365861981674817,0.6374207167963817,0.6333855191010815,0.6362896596988206,0.0015109272191951718,53,10.027386093139649,0.16871412553521206,5.452547645568847,0.1603100069721399,"{'k': 30, 'min_k': 5, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}}",30,5,"{'name': 'msd', 'min_support': 5, 'user_based': True}"
0.8344285277359057,0.8337466067413422,0.8358309986589507,0.8308661496261953,0.8313346635726668,0.8332413892670122,0.0018787221970422384,53,0.6358280158556258,0.6348875646693337,0.635633179872301,0.635367461016551,0.6321110182076989,0.6347654479243021,0.0013642095678668795,35,11.090608692169189,0.09517143563543838,5.256864023208618,0.16187382950477616,"{'k': 30, 'min_k': 5, 'sim_options': {'name': 'jacard', 'min_support': 3, 'user_based': True}}",30,5,"{'name': 'jacard', 'min_support': 3, 'user_based': True}"
0.8344273031319558,0.8337708894296271,0.8358300629191793,0.8308637298640738,0.8313417085761459,0.8332467387841962,0.0018788241680189298,54,0.6358284713865423,0.6349036331492789,0.6356327299313448,0.6353645780775578,0.6321193536434742,0.6347697532376395,0.0013610269154113628,36,11.079038190841676,0.19202984102381507,5.347833633422852,0.022501918476332643,"{'k': 30, 'min_k': 5, 'sim_options': {'name': 'jacard', 'min_support': 5, 'user_based': True}}",30,5,"{'name': 'jacard', 'min_support': 5, 'user_based': True}"
0.8321174629670346,0.8314612666924669,0.8337229859975428,0.8286528448144481,0.8289752370801757,0.8309859595103337,0.0019227043380039104,9,0.634171651523342,0.6333169037946471,0.6340269221934471,0.6335073211002703,0.6303080118787462,0.6330661620980906,0.0014149241765012003,13,17.41060061454773,0.10877774531073088,5.294318342208863,0.16901828876402386,"{'k': 30, 'min_k': 5, 'sim_options': {'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}}",30,5,"{'name': 'cosine_jaccard', 'min_support': 3, 'user_based': True}"
